HIED_2011_data_flag,HIED_2012_data_flag,HIED_2013_data_flag,MADIP_ID_04,hied_2011_attendance_type,hied_2011_completion_field,hied_2011_completion_flag,hied_2011_field,hied_2011_level,hied_2012_attendance_type,hied_2012_completion_field,hied_2012_completion_flag,hied_2012_field,hied_2012_level,hied_2013_attendance_type,hied_2013_completion_field,hied_2013_completion_flag,hied_2013_field,hied_2013_level,hied_cob_2dig,hied_cob_ind,hied_disability_ind,hied_indigenous_ind,hied_language_ind,hied_2011_completion_course_type,hied_2012_completion_course_type,hied_2013_completion_course_type,hied_yr_arrival,gender
0,1,0,C1600045547,1,@@,0,0,10,1,@@,0,70101,4,1,@@,0,80311,@@,32,1,2,1,1,@@,@@,@@,@@@@,M
0,1,1,C1600045617,2,@@,0,60301,10,1,70103,1,70103,4,1,90515,1,90515,@@,11,1,3,2,1,@@,@@,@@,2008,F
0,1,1,C1600045619,1,@@,0,50900,3,1,30701,1,30701,60,1,@@,0,90900,4,11,1,3,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600045622,2,90000,1,90000,@@,1,@@,0,60199,10,1,19901,1,19901,@@,11,1,2,2,1,@@,10,@@,@@@@,F
0,1,1,C1600045650,2,@@,0,70100,10,1,@@,0,69999,@@,1,@@,0,90501,10,15,1,2,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600045651,1,70103,1,70103,@@,2,40303,1,40303,10,0,60399,1,60399,@@,11,1,1,2,1,@@,10,@@,@@@@,F
1,0,0,C1600045660,1,@@,0,60399,11,1,@@,0,80313,10,2,60901,1,60901,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600045684,2,@@,0,90701,@@,0,10000,1,10000,@@,2,@@,0,90913,60,31,1,2,2,3,@@,@@,@@,@@@@,F
0,1,1,C1600045696,2,@@,0,60115,@@,0,61101,1,61101,@@,1,90501,1,90501,10,11,1,2,2,1,@@,@@,@@,1961,F
0,0,0,C1600045704,1,@@,0,99999,@@,1,@@,0,90000,@@,1,@@,0,90000,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600045712,1,60399,1,60399,@@,2,@@,0,61705,@@,1,60300,1,60300,10,11,1,2,2,1,@@,@@,10,@@@@,M
0,1,1,C1600045714,1,90103,1,90103,@@,1,61300,1,61300,@@,1,@@,0,99900,@@,71,1,3,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600045737,1,@@,0,70103,@@,1,60301,1,60301,@@,1,@@,0,70199,@@,11,2,3,2,1,@@,@@,@@,2002,F
0,0,1,C1600045752,1,60399,1,60399,10,1,80505,1,80505,@@,2,0,1,0,2,11,1,2,2,1,10,@@,2,@@@@,F
0,1,1,C1600045793,1,@@,0,70100,@@,2,@@,0,31399,@@,1,@@,0,80300,10,33,1,2,2,3,@@,@@,@@,@@@@,M
1,1,0,C1600045802,1,@@,0,39999,9,2,90701,1,90701,@@,2,70105,1,70105,@@,11,1,1,2,1,@@,@@,@@,1991,M
0,0,0,C1600045808,2,60300,1,60300,@@,2,@@,0,80000,@@,1,90000,1,90000,6,11,1,2,2,1,@@,@@,6,@@@@,F
0,0,0,C1600045817,2,@@,0,20100,@@,1,60501,1,60501,60,2,@@,0,90701,@@,11,2,2,2,2,@@,@@,@@,@@@@,F
1,1,0,C1600045830,2,@@,0,80303,@@,0,@@,0,0,@@,1,100101,1,100101,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600045869,2,61101,1,61101,@@,2,61300,1,61300,@@,0,@@,0,69999,@@,11,1,2,2,3,@@,@@,@@,2010,M
1,1,1,C1600045874,1,@@,0,31300,@@,1,30301,1,30301,10,1,@@,0,89999,10,71,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600045883,1,@@,0,20103,@@,2,89999,1,89999,10,2,70105,1,70105,@@,11,2,2,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600045890,1,@@,0,80399,@@,1,10999,1,10999,60,1,@@,0,80100,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600045896,1,90000,1,90000,10,1,19901,1,19901,@@,1,100703,1,100703,@@,11,1,3,2,1,10,@@,@@,1999,F
1,0,1,C1600045900,2,@@,0,10703,10,1,90900,1,90900,10,2,90701,1,90701,@@,11,1,1,2,1,@@,@@,@@,1999,F
0,1,0,C1600045912,2,@@,0,20300,@@,1,109999,1,109999,10,1,60501,1,60501,@@,32,1,3,2,1,@@,@@,@@,@@@@,M
1,1,0,C1600045940,2,90999,1,90999,@@,1,0,1,0,@@,2,@@,0,19999,30,11,1,2,2,1,@@,@@,30,@@@@,F
0,0,0,C1600045955,2,@@,0,70105,@@,0,@@,0,90000,@@,1,@@,0,80399,10,11,2,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600045959,1,@@,0,90515,@@,1,19999,1,19999,@@,2,61701,1,61701,@@,12,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600045966,1,@@,0,90999,10,1,@@,0,61711,10,2,90000,1,90000,@@,21,1,2,2,3,@@,@@,@@,@@@@,F
0,1,0,C1600046007,0,69905,1,69905,@@,1,@@,0,90300,@@,1,30701,1,30701,@@,&&,1,2,2,1,@@,@@,@@,@@@@,M
1,1,1,C1600046008,1,90701,1,90701,@@,2,50999,1,50999,@@,1,20000,1,20000,10,11,1,2,2,1,@@,@@,10,@@@@,M
1,0,0,C1600046013,1,@@,0,0,@@,1,100700,1,100700,@@,1,80399,1,80399,@@,11,1,2,2,3,@@,@@,@@,@@@@,M
1,0,1,C1600046025,2,100301,1,100301,10,1,@@,0,80301,10,1,@@,0,91199,10,11,2,2,2,1,10,10,10,@@@@,F
1,1,0,C1600046064,1,@@,0,60301,@@,2,70100,1,70100,10,2,60501,1,60501,8,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600046088,2,100799,1,100799,@@,2,100700,1,100700,@@,2,@@,0,69903,10,11,1,2,2,3,@@,@@,10,2013,F
1,0,0,C1600046091,1,@@,0,10901,@@,1,90500,1,90500,10,2,91500,1,91500,10,42,1,1,2,3,@@,@@,@@,@@@@,F
0,0,0,C1600046104,1,20100,1,20100,9,1,@@,0,60301,10,1,60100,1,60100,@@,11,1,3,2,1,9,10,@@,@@@@,M
1,0,1,C1600046119,1,80300,1,80300,@@,1,0,1,0,@@,1,@@,0,0,@@,11,1,2,2,1,@@,@@,@@,1993,M
1,0,0,C1600046125,2,30000,1,30000,@@,1,10000,1,10000,@@,2,70113,1,70113,10,52,1,2,2,1,@@,@@,10,1995,F
1,0,1,C1600046132,2,@@,0,80399,@@,2,69900,1,69900,10,2,0,1,0,@@,11,2,3,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600046153,1,@@,0,79999,@@,1,100799,1,100799,@@,1,@@,0,80300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600046194,2,50000,1,50000,@@,1,@@,0,20399,10,1,60100,1,60100,@@,11,1,1,2,1,@@,10,@@,2006,M
0,1,0,C1600046197,1,70101,1,70101,@@,2,70100,1,70100,10,1,90900,1,90900,@@,42,1,2,2,1,@@,10,@@,@@@@,F
1,0,1,C1600046223,0,60399,1,60399,8,1,@@,0,70103,@@,1,30000,1,30000,10,11,1,3,2,1,8,@@,10,2002,F
1,1,0,C1600046237,1,@@,0,39900,@@,1,@@,0,61103,@@,1,@@,0,109999,9,11,1,2,2,3,@@,@@,@@,@@@@,M
1,0,1,C1600046260,1,81100,1,81100,10,0,80319,1,80319,6,1,@@,0,61703,6,11,1,3,2,1,10,6,6,@@@@,F
0,0,1,C1600046291,1,29999,1,29999,@@,1,70000,1,70000,@@,1,@@,0,80101,10,11,1,2,2,1,@@,@@,10,@@@@,M
0,1,0,C1600046299,0,50900,1,50900,@@,1,@@,0,60303,@@,1,40103,1,40103,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,1,1,C1600046312,1,60399,1,60399,@@,2,120199,1,120199,@@,2,70100,1,70100,@@,21,1,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600046314,1,@@,0,60300,@@,2,90000,1,90000,10,2,50999,1,50999,10,71,1,2,2,3,@@,@@,@@,@@@@,M
0,0,1,C1600046316,1,@@,0,61707,@@,1,@@,0,0,@@,1,70303,1,70303,@@,81,1,3,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600046343,2,@@,0,19901,10,1,@@,0,100705,@@,1,@@,0,70103,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600046360,1,@@,0,60501,10,1,@@,0,80000,@@,1,90513,1,90513,10,11,1,3,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600046384,1,100500,1,100500,10,2,91199,1,91199,@@,1,90309,1,90309,10,11,2,3,2,3,10,@@,10,2003,M
1,0,1,C1600046409,1,@@,0,90000,10,2,0,1,0,@@,2,70113,1,70113,50,11,1,2,2,2,@@,@@,@@,1992,M
1,0,0,C1600046415,2,0,1,0,10,1,31501,1,31501,@@,1,69901,1,69901,@@,11,1,2,2,1,10,@@,@@,2008,M
1,0,1,C1600046431,1,@@,0,61707,10,1,@@,0,120199,10,1,@@,0,80300,13,52,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600046445,1,80000,1,80000,3,2,@@,0,19900,@@,1,@@,0,61101,@@,11,1,2,2,1,3,@@,@@,@@@@,F
0,1,1,C1600046468,1,30301,1,30301,30,2,70103,1,70103,@@,1,@@,0,60301,@@,11,2,2,2,1,30,@@,@@,@@@@,M
1,0,0,C1600046479,2,@@,0,80300,9,2,@@,0,60301,@@,0,@@,0,30901,@@,11,2,3,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600046481,1,99999,1,99999,@@,1,@@,0,39999,10,1,@@,0,70113,@@,23,1,2,3,1,@@,10,@@,@@@@,F
1,0,1,C1600046496,2,39900,1,39900,4,1,@@,0,90505,10,1,19999,1,19999,@@,11,1,3,2,1,4,10,@@,@@@@,M
1,1,0,C1600046513,2,70100,1,70100,9,2,19901,1,19901,@@,2,60300,1,60300,10,11,1,3,2,1,9,@@,10,@@@@,F
1,1,1,C1600046541,1,100799,1,100799,@@,1,80303,1,80303,@@,1,@@,0,70105,4,62,1,1,2,1,@@,@@,4,2000,M
1,0,0,C1600046547,1,80303,1,80303,@@,2,90300,1,90300,10,2,60399,1,60399,@@,11,2,2,1,1,@@,10,@@,@@@@,F
0,1,0,C1600046553,2,@@,0,100700,@@,1,90000,1,90000,8,1,@@,0,80303,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600046557,1,@@,0,29999,@@,1,70103,1,70103,10,1,80101,1,80101,@@,&&,1,2,2,1,@@,@@,@@,@@@@,M
1,0,1,C1600046617,1,@@,0,80000,@@,1,@@,0,80101,@@,2,@@,0,31501,9,11,1,3,2,1,@@,@@,@@,@@@@,M
1,0,1,C1600046632,1,70101,1,70101,@@,2,@@,0,80399,@@,1,60301,1,60301,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600046635,1,10000,1,10000,@@,1,@@,0,90900,@@,1,90000,1,90000,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600046640,1,@@,0,90103,10,1,@@,0,100500,@@,2,@@,0,90000,@@,11,1,2,2,1,@@,@@,@@,1984,F
0,0,0,C1600046644,1,@@,0,70103,@@,1,@@,0,91500,@@,1,90500,1,90500,10,11,1,3,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600046682,2,100103,1,100103,@@,1,@@,0,90000,@@,0,90000,1,90000,@@,23,2,3,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600046683,1,70000,1,70000,10,2,@@,0,70301,10,0,31300,1,31300,@@,91,2,2,2,1,10,10,@@,@@@@,F
0,1,0,C1600046711,1,80505,1,80505,@@,1,0,1,0,@@,1,@@,0,40100,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600046720,1,10703,1,10703,10,2,69900,1,69900,@@,1,@@,0,20300,4,11,1,2,2,1,10,@@,4,@@@@,M
1,1,1,C1600046727,1,@@,0,81101,10,1,90300,1,90300,4,2,@@,0,91900,10,11,1,1,2,2,@@,@@,@@,@@@@,M
0,0,1,C1600046730,1,@@,0,100799,@@,1,10900,1,10900,@@,1,70100,1,70100,10,12,1,2,2,1,@@,@@,@@,@@@@,M
1,1,1,C1600046736,1,@@,0,50999,@@,1,60301,1,60301,10,1,@@,0,100101,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600046737,1,19901,1,19901,60,1,@@,0,19999,@@,2,59999,1,59999,@@,11,1,3,2,1,60,@@,@@,1995,M
1,0,0,C1600046792,2,@@,0,89999,@@,1,@@,0,19901,@@,2,50199,1,50199,10,11,2,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600046797,1,@@,0,30000,@@,2,19900,1,19900,@@,1,@@,0,90307,@@,11,1,3,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600046816,1,40107,1,40107,@@,1,@@,0,80300,4,2,@@,0,70101,@@,11,1,2,2,1,@@,4,@@,&&&&,M
0,0,1,C1600046852,1,91703,1,91703,4,1,@@,0,31705,10,1,@@,0,80000,@@,11,1,2,2,1,4,10,@@,@@@@,M
0,1,0,C1600046907,2,@@,0,80301,@@,2,@@,0,39999,10,2,61301,1,61301,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,1,1,C1600046928,2,70300,1,70300,@@,2,70103,1,70103,@@,2,@@,0,60300,@@,11,1,3,2,2,@@,@@,@@,@@@@,F
1,0,1,C1600046931,1,79900,1,79900,@@,1,50100,1,50100,@@,0,70105,1,70105,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600046936,2,70103,1,70103,@@,1,@@,0,60399,10,1,@@,0,20000,10,91,1,2,2,1,@@,10,10,@@@@,F
0,0,0,C1600046947,2,90701,1,90701,@@,2,@@,0,90399,2,1,80300,1,80300,10,11,1,3,1,1,@@,2,10,2008,F
1,0,0,C1600046950,2,60399,1,60399,10,2,90000,1,90000,4,1,@@,0,90000,@@,11,1,3,2,1,10,4,@@,@@@@,F
0,1,0,C1600046965,0,@@,0,70100,@@,1,@@,0,91901,@@,2,@@,0,60101,@@,21,1,3,2,3,@@,@@,@@,@@@@,F
1,0,0,C1600046977,1,60300,1,60300,@@,2,61301,1,61301,@@,2,90599,1,90599,@@,11,2,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600046979,1,19999,1,19999,@@,2,@@,0,61705,@@,1,@@,0,70100,@@,81,1,2,2,1,@@,@@,@@,1986,F
1,1,1,C1600046989,1,@@,0,0,@@,2,@@,0,70105,10,1,@@,0,61703,10,11,2,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600047001,1,70100,1,70100,@@,1,60309,1,60309,11,1,60300,1,60300,@@,11,1,3,2,1,@@,11,@@,@@@@,F
0,0,0,C1600047025,2,@@,0,81101,10,2,40303,1,40303,@@,1,@@,0,60301,13,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600047029,2,90900,1,90900,10,1,@@,0,10500,@@,1,@@,0,91703,@@,92,1,2,2,1,10,@@,@@,@@@@,M
1,0,0,C1600047040,2,@@,0,90700,10,1,80303,1,80303,@@,1,@@,0,70103,@@,21,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600047048,0,@@,0,90900,@@,1,100705,1,100705,10,2,@@,0,80303,10,11,1,2,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600047065,1,30000,1,30000,10,1,80100,1,80100,10,1,@@,0,0,@@,11,1,2,2,3,10,10,@@,@@@@,M
1,1,1,C1600047078,2,30000,1,30000,@@,1,@@,0,10000,@@,1,@@,0,10900,@@,42,1,2,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600047095,1,80301,1,80301,9,1,90399,1,90399,10,1,@@,0,61707,@@,11,1,3,2,3,9,10,@@,@@@@,F
0,0,1,C1600047106,2,100199,1,100199,@@,1,80300,1,80300,@@,1,@@,0,70199,10,11,1,2,2,1,@@,@@,10,@@@@,M
0,0,1,C1600047172,1,@@,0,10700,4,1,69901,1,69901,10,2,70103,1,70103,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600047210,1,@@,0,30701,2,2,10000,1,10000,@@,1,80101,1,80101,10,11,1,2,2,3,@@,@@,@@,@@@@,M
1,1,0,C1600047217,1,@@,0,91901,@@,1,@@,0,19901,10,1,@@,0,40101,@@,&&,1,3,2,2,@@,@@,@@,@@@@,F
0,0,0,C1600047224,0,90700,1,90700,@@,2,@@,0,0,@@,1,@@,0,19901,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600047235,1,91105,1,91105,@@,1,@@,0,100399,10,1,@@,0,10000,@@,11,1,2,2,3,@@,10,@@,@@@@,F
1,0,0,C1600047241,0,@@,0,80300,@@,2,70105,1,70105,@@,1,50501,1,50501,10,11,1,3,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600047256,2,30000,1,30000,@@,2,@@,0,100101,4,1,@@,0,90101,@@,21,2,2,2,3,@@,4,@@,@@@@,M
1,1,0,C1600047276,1,@@,0,91500,10,0,90000,1,90000,@@,1,@@,0,80300,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
0,0,1,C1600047278,1,69903,1,69903,10,1,100501,1,100501,@@,2,70100,1,70100,60,11,1,2,2,1,10,@@,60,@@@@,M
0,0,0,C1600047302,2,@@,0,89903,60,2,@@,0,40303,@@,2,@@,0,30000,10,11,1,2,2,1,@@,@@,@@,1994,M
1,1,1,C1600047318,1,40103,1,40103,@@,1,@@,0,90100,@@,1,@@,0,100703,@@,11,1,2,2,1,@@,@@,@@,2002,M
0,0,0,C1600047320,1,@@,0,10907,10,1,90000,1,90000,60,1,@@,0,10900,@@,21,1,2,2,1,@@,@@,@@,2001,M
0,0,1,C1600047327,1,90900,1,90900,@@,2,100700,1,100700,@@,1,@@,0,90999,4,11,1,2,2,1,@@,@@,4,1997,F
1,1,0,C1600047328,2,0,1,0,@@,2,10000,1,10000,11,2,10000,1,10000,10,11,1,3,2,1,@@,11,10,@@@@,M
1,1,1,C1600047348,2,@@,0,0,@@,1,69900,1,69900,@@,1,70103,1,70103,6,71,1,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600047359,1,@@,0,80101,@@,2,@@,0,80311,@@,2,80303,1,80303,7,11,1,2,2,1,@@,@@,@@,@@@@,M
1,1,1,C1600047370,0,70199,1,70199,60,1,90300,1,90300,@@,2,60100,1,60100,30,11,1,2,2,1,60,@@,30,@@@@,F
0,0,1,C1600047375,2,70105,1,70105,@@,1,30301,1,30301,@@,1,61905,1,61905,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
1,0,0,C1600047388,1,70105,1,70105,@@,2,69905,1,69905,@@,1,90900,1,90900,10,11,1,3,2,1,@@,@@,10,@@@@,F
1,0,0,C1600047428,1,80399,1,80399,21,1,80311,1,80311,10,1,80300,1,80300,@@,11,2,2,2,3,21,10,@@,@@@@,F
1,0,1,C1600047437,1,@@,0,80300,@@,2,69905,1,69905,@@,1,@@,0,70103,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600047483,2,31307,1,31307,@@,1,@@,0,91301,@@,1,@@,0,61703,10,11,1,2,2,1,@@,@@,10,@@@@,M
0,1,1,C1600047484,1,70100,1,70100,@@,1,@@,0,60300,@@,1,@@,0,19900,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600047491,1,80399,1,80399,10,1,@@,0,70103,@@,1,@@,0,90913,@@,11,2,3,2,1,10,@@,@@,@@@@,F
1,0,0,C1600047538,1,80300,1,80300,10,1,@@,0,60300,10,1,@@,0,60305,@@,11,2,2,2,1,10,10,@@,2006,F
0,1,0,C1600047539,1,@@,0,61901,@@,1,100101,1,100101,@@,1,@@,0,0,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600047542,1,80301,1,80301,10,2,@@,0,90700,@@,1,60300,1,60300,@@,42,1,2,2,1,10,@@,@@,@@@@,M
0,0,1,C1600047558,1,@@,0,80313,@@,2,@@,0,69903,@@,0,70199,1,70199,10,11,2,3,2,1,@@,@@,@@,2008,M
0,0,1,C1600047569,1,90701,1,90701,4,1,50101,1,50101,10,1,@@,0,90900,4,11,1,2,2,1,4,10,4,@@@@,F
0,0,1,C1600047570,1,60301,1,60301,@@,1,@@,0,50501,10,1,@@,0,10000,@@,11,1,2,1,1,@@,10,@@,@@@@,F
1,1,0,C1600047584,1,@@,0,60399,@@,1,@@,0,19905,10,2,@@,0,40303,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600047586,1,@@,0,70100,10,1,@@,0,10900,10,2,@@,0,90000,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600047603,1,60303,1,60303,@@,1,80300,1,80300,10,1,@@,0,70105,10,11,1,3,2,1,@@,10,10,@@@@,F
1,0,0,C1600047652,1,@@,0,10900,@@,2,@@,0,20000,10,1,60399,1,60399,6,11,1,2,2,3,@@,@@,@@,@@@@,M
1,0,1,C1600047663,2,61301,1,61301,11,1,69901,1,69901,4,1,90000,1,90000,10,12,1,2,2,1,11,4,10,1986,M
1,0,0,C1600047679,1,@@,0,81101,@@,2,@@,0,90000,@@,1,100101,1,100101,@@,21,&,3,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600047690,2,@@,0,40103,20,1,20100,1,20100,@@,0,61703,1,61703,10,11,1,3,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600047695,2,@@,0,80000,21,2,60399,1,60399,@@,1,99999,1,99999,10,11,1,3,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600047708,1,30301,1,30301,@@,2,31501,1,31501,@@,1,90000,1,90000,@@,42,&,2,2,2,@@,@@,@@,@@@@,F
1,1,0,C1600047725,2,@@,0,40105,@@,1,@@,0,61703,@@,1,60101,1,60101,10,11,1,2,2,3,@@,@@,@@,@@@@,M
1,1,0,C1600047732,2,@@,0,60100,@@,1,@@,0,80399,10,1,80000,1,80000,@@,11,1,3,2,2,@@,@@,@@,2003,F
0,1,0,C1600047764,1,@@,0,80311,10,2,70101,1,70101,@@,2,39900,1,39900,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600047785,0,@@,0,80000,10,1,@@,0,80000,7,1,91105,1,91105,@@,71,2,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600047796,1,100700,1,100700,@@,1,@@,0,0,@@,2,@@,0,90501,@@,11,1,3,2,1,@@,@@,@@,@@@@,M
1,1,0,C1600047802,2,@@,0,80300,10,2,@@,0,80300,4,1,@@,0,90300,4,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600047803,2,81101,1,81101,@@,1,@@,0,70103,@@,1,@@,0,0,@@,11,1,3,2,1,@@,@@,@@,@@@@,M
1,0,1,C1600047820,1,10000,1,10000,@@,1,@@,0,70303,@@,1,70103,1,70103,@@,11,1,2,2,2,@@,@@,@@,@@@@,F
0,1,1,C1600047822,1,@@,0,80300,10,2,70105,1,70105,10,2,80301,1,80301,4,11,1,2,2,3,@@,@@,@@,@@@@,M
0,0,0,C1600047844,2,91301,1,91301,@@,1,@@,0,0,@@,1,10000,1,10000,@@,92,1,3,2,3,@@,@@,@@,@@@@,F
0,0,1,C1600047864,1,80300,1,80300,@@,2,10599,1,10599,10,1,61703,1,61703,60,11,1,2,2,3,@@,10,60,@@@@,F
1,0,0,C1600047871,1,90513,1,90513,@@,1,60305,1,60305,@@,1,61501,1,61501,10,11,1,1,2,1,@@,@@,10,@@@@,M
1,0,1,C1600047881,1,@@,0,69903,@@,1,@@,0,10000,@@,2,0,1,0,@@,11,1,3,2,3,@@,@@,@@,@@@@,F
0,0,1,C1600047905,2,80399,1,80399,10,1,69999,1,69999,10,1,90999,1,90999,10,62,1,3,2,1,10,10,10,@@@@,M
0,0,1,C1600047919,1,80000,1,80000,@@,1,30301,1,30301,@@,1,@@,0,60101,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600047921,1,100501,1,100501,10,1,@@,0,70100,10,2,@@,0,19901,10,11,1,2,1,3,10,10,10,@@@@,F
1,1,0,C1600047928,1,@@,0,80101,@@,1,@@,0,90913,@@,1,30999,1,30999,10,51,1,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600047941,1,80300,1,80300,10,1,60101,1,60101,@@,2,@@,0,30000,60,33,1,1,2,1,10,@@,60,@@@@,F
1,1,0,C1600047946,2,61307,1,61307,4,1,@@,0,10900,10,1,70105,1,70105,@@,11,1,2,2,1,4,10,@@,@@@@,F
0,0,1,C1600047952,1,60301,1,60301,4,1,@@,0,40300,2,1,60300,1,60300,@@,11,1,2,2,1,4,2,@@,@@@@,F
0,1,0,C1600047953,1,81100,1,81100,@@,2,@@,0,90000,@@,2,@@,0,10000,10,11,2,2,2,1,@@,@@,10,@@@@,M
1,0,1,C1600047967,2,69903,1,69903,2,2,90900,1,90900,@@,1,90000,1,90000,10,11,2,3,2,1,2,@@,10,@@@@,F
0,1,1,C1600047992,1,80300,1,80300,21,1,90900,1,90900,@@,1,100101,1,100101,@@,11,1,2,2,1,21,@@,@@,@@@@,M
0,0,0,C1600048030,2,80399,1,80399,4,1,70101,1,70101,@@,1,90399,1,90399,10,11,1,3,2,1,4,@@,10,@@@@,F
1,1,1,C1600048050,0,10999,1,10999,@@,2,70103,1,70103,60,1,@@,0,29901,@@,11,1,2,2,1,@@,60,@@,@@@@,M
0,0,1,C1600048072,1,@@,0,40101,@@,1,@@,0,70199,@@,1,40303,1,40303,@@,82,1,2,2,1,@@,@@,@@,@@@@,M
1,0,1,C1600048073,1,@@,0,60301,10,1,80300,1,80300,@@,1,69903,1,69903,@@,11,1,2,2,2,@@,@@,@@,@@@@,F
0,0,0,C1600048102,1,@@,0,70103,@@,2,90103,1,90103,@@,1,61701,1,61701,10,&&,2,3,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600048120,1,10705,1,10705,10,1,100000,1,100000,4,1,20300,1,20300,@@,11,1,2,2,1,10,4,@@,1988,M
0,0,1,C1600048133,2,60301,1,60301,@@,1,90000,1,90000,@@,1,20399,1,20399,10,11,1,2,2,1,@@,@@,10,2005,F
0,0,0,C1600048172,1,@@,0,60101,@@,1,99900,1,99900,@@,1,@@,0,70113,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600048179,2,@@,0,80399,@@,1,70113,1,70113,60,1,@@,0,80000,@@,11,2,2,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600048200,2,10900,1,10900,60,1,@@,0,39900,10,1,@@,0,20300,@@,11,&,2,2,1,60,10,@@,@@@@,F
1,1,0,C1600048208,2,80300,1,80300,@@,1,69999,1,69999,10,1,90900,1,90900,10,11,2,3,2,1,@@,10,10,@@@@,M
1,0,0,C1600048210,1,@@,0,60101,@@,1,@@,0,60300,@@,1,60300,1,60300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600048213,1,100500,1,100500,10,1,40300,1,40300,10,1,10900,1,10900,11,11,2,2,2,1,10,10,11,@@@@,F
1,0,0,C1600048252,1,89999,1,89999,10,1,@@,0,10915,10,1,@@,0,60500,10,11,2,2,2,1,10,10,10,@@@@,M
0,1,0,C1600048253,1,@@,0,70199,10,1,70199,1,70199,@@,1,@@,0,20300,@@,11,2,1,2,3,@@,@@,@@,@@@@,F
1,0,0,C1600048271,2,89903,1,89903,@@,2,19999,1,19999,@@,1,90701,1,90701,60,71,1,2,2,1,@@,@@,60,@@@@,F
0,1,0,C1600048274,1,@@,0,120199,60,2,@@,0,50100,@@,2,@@,0,60701,10,11,1,2,2,3,@@,@@,@@,@@@@,F
